,Time
39941,2109.093
39942,2118.484
39943,2127.875
39944,2137.265
39945,2146.609
39946,2155.968
39947,2165.312
39948,2174.687
39949,2184.078
39950,2193.468
39951,2202.828
39952,2212.171
39953,2221.5
39954,2230.843
39955,2240.203
39956,2249.625
39957,2259.031
39958,2268.421
39959,2277.75
39960,2287.109
39961,2296.484
39962,2305.828
39963,2315.218
39964,2324.578
39965,2333.937
39966,2343.296
39967,2352.609
39968,2362.046
39969,2371.421
39970,2380.75
39971,2390.109
39972,2399.468
39973,2408.859
39974,2418.218
39975,2427.578
39976,2436.968
39977,2446.359
39978,2455.89
39979,2465.453
39980,2474.984
39981,2484.546
39982,2494.093
39983,2503.734
39984,2513.375
39985,2523.015
39986,2532.64
39987,2542.234
39988,2551.937
39989,2561.531
39990,2571.156
39991,2580.796
39992,2590.515
39993,2600.14
39994,2609.812
39995,2619.453
39996,2629.062
39997,2638.718
39998,2648.312
39999,2657.906
40000,2667.64
40001,2677.281
40002,2686.968
40003,2696.578
40004,2706.218
40005,2715.859
40006,2725.531
40007,2735.171
40008,2744.812
40009,2754.453
40010,2764.218
40011,2774.062
40012,2783.812
40013,2793.593
40014,2803.437
40015,2813.187
40016,2822.937
40017,2832.765
40018,2842.609
40019,2852.39
40020,2862.156
40021,2871.968
40022,2881.718
40023,2891.5
40024,2901.25
40025,0.0
40026,9.469
40027,19.641
40028,29.0
40029,38.375
40030,47.719
40031,57.078
40032,66.484
40033,75.875
40034,85.234
40035,94.594
40036,103.891
40037,113.281
40038,122.609
40039,132.031
40040,141.391
40041,150.75
40042,160.109
40043,169.453
40044,178.875
40045,188.281
40046,197.594
40047,206.938
40048,216.313
40049,225.672
40050,235.031
40051,244.422
40052,253.813
40053,263.172
40054,272.531
40055,281.891
40056,291.219
40057,300.594
40058,310.0
40059,319.328
40060,328.75
40061,338.125
40062,347.484
40063,356.844
40064,366.188
40065,375.547
40066,384.906
40067,394.219
40068,403.547
40069,412.875
40070,422.203
40071,431.547
40072,440.953
40073,450.281
40074,459.641
40075,469.031
40076,478.438
40077,487.781
40078,497.125
40079,506.563
40080,515.922
40081,525.281
40082,534.609
40083,543.938
40084,553.359
40085,562.672
40086,572.141
40087,581.5
40088,590.781
40089,600.094
40090,609.453
40091,618.75
40092,628.156
40093,637.5
40094,646.891
40095,656.25
40096,665.625
40097,674.953
40098,684.313
40099,693.734
40100,703.078
40101,712.484
40102,721.828
40103,731.203
40104,740.578
40105,749.938
40106,759.281
40107,768.609
40108,777.953
40109,787.281
40110,796.625
40111,805.984
40112,815.359
40113,824.703
40114,834.063
40115,843.422
40116,852.766
40117,862.125
40118,871.531
40119,880.891
40120,890.219
40121,899.547
40122,908.859
40123,918.219
40124,927.563
40125,936.922
40126,946.297
40127,955.641
40128,965.016
40129,974.375
40130,983.781
40131,993.109
40132,1002.531
40133,1011.953
40134,1021.281
40135,1030.641
40136,1040.0
40137,1049.375
40138,1058.766
40139,1068.125
40140,1077.531
40141,1086.875
40142,1096.25
40143,1105.656
40144,1115.047
40145,1124.453
40146,1133.813
40147,1143.203
40148,1152.594
40149,1161.953
40150,1171.313
40151,1180.656
40152,1190.031
40153,1199.391
40154,1208.766
40155,1218.125
40156,1227.547
40157,1236.906
40158,1246.266
40159,1255.656
40160,1265.031
40161,1274.375
40162,1283.703
40163,1293.094
40164,1302.438
40165,1311.781
40166,1321.188
40167,1330.547
40168,1339.969
40169,1349.266
40170,1358.625
40171,1368.047
40172,1377.391
40173,1386.797
40174,1396.125
40175,1405.531
40176,1414.906
40177,1424.266
40178,1433.625
40179,1442.969
40180,1452.359
40181,1461.688
40182,1471.078
40183,1480.438
40184,1489.844
40185,1499.203
40186,1508.563
40187,1517.922
40188,1527.281
40189,1536.719
40190,1546.063
40191,1555.422
40192,1564.75
40193,1574.109
40194,1583.516
40195,1592.875
40196,1602.266
40197,1611.594
40198,1620.953
40199,1630.344
40200,1639.688
40201,1649.094
40202,1658.5
40203,1667.859
40204,1677.203
40205,1686.578
40206,1695.922
40207,1705.25
40208,1714.688
40209,1724.016
40210,1733.438
40211,1742.781
40212,1752.141
40213,1761.484
40214,1770.859
40215,1780.266
40216,1789.594
40217,1798.891
40218,1808.219
40219,1817.516
40220,1826.875
40221,1836.297
40222,1845.641
40223,1855.031
40224,1864.406
40225,1873.703
40226,1883.063
40227,1892.391
40228,1901.828
40229,1911.219
40230,1920.609
40231,1929.969
40232,1939.359
40233,1948.719
40234,1958.078
40235,1967.438
40236,1976.797
40237,1986.156
40238,1995.531
40239,2004.891
40240,2014.328
40241,2023.656
40242,2033.016
40243,2042.359
40244,2051.75
40245,2061.094
40246,2070.469
40247,2079.844
40248,2089.266
40249,2098.609
40250,2107.938
40251,2117.344
40252,2126.703
40253,2136.094
40254,2145.438
40255,2154.766
40256,2164.188
40257,2173.578
40258,2182.922
40259,2192.281
40260,2201.609
40261,2211.016
40262,2220.391
40263,2229.75
40264,2239.109
40265,2248.5
40266,2257.906
40267,2267.297
40268,2276.734
40269,2286.172
40270,2295.516
40271,2304.891
40272,2314.281
40273,2323.625
40274,2333.0
40275,2342.375
40276,2351.734
40277,2361.063
40278,2370.453
40279,2379.844
40280,2389.188
40281,2398.563
40282,2407.938
40283,2417.5
40284,2427.031
40285,2436.563
40286,2446.125
40287,2455.594
40288,2465.063
40289,2474.641
40290,2484.344
40291,2493.969
40292,2503.656
40293,2513.281
40294,2522.938
40295,2532.625
40296,2542.266
40297,2551.984
40298,2561.656
40299,2571.297
40300,2580.922
40301,2590.531
40302,2600.234
40303,2609.859
40304,2619.5
40305,2629.109
40306,2638.797
40307,2648.406
40308,2658.141
40309,2667.875
40310,2677.484
40311,2687.078
40312,2696.703
40313,2706.344
40314,2715.969
40315,2725.578
40316,2735.234
40317,2745.0
40318,2754.75
40319,2764.531
40320,2774.297
40321,2784.078
40322,2793.859
40323,2803.656
40324,2813.406
40325,2823.156
40326,2832.953
40327,2842.734
40328,2852.516
40329,2862.328
40330,2872.141
40331,2881.922
40332,2891.703
40333,0.0
40334,9.375
40335,19.5
40336,28.844
40337,38.125
40338,47.5
40339,56.875
40340,66.234
40341,75.672
40342,85.031
40343,94.328
40344,103.734
40345,113.063
40346,122.453
40347,131.813
40348,141.219
40349,150.578
40350,159.953
40351,169.297
40352,178.688
40353,188.047
40354,197.375
40355,206.813
40356,216.156
40357,225.547
40358,234.875
40359,244.25
40360,253.641
40361,263.0
40362,272.359
40363,281.734
40364,291.094
40365,300.422
40366,309.781
40367,319.125
40368,328.578
40369,337.984
40370,347.344
40371,356.734
40372,366.094
40373,375.438
40374,384.766
40375,394.141
40376,403.547
40377,412.938
40378,422.234
40379,431.641
40380,441.0
40381,450.359
40382,459.719
40383,469.141
40384,478.516
40385,487.906
40386,497.234
40387,506.609
40388,515.984
40389,525.313
40390,534.703
40391,544.063
40392,553.422
40393,562.75
40394,572.125
40395,581.531
40396,590.875
40397,600.266
40398,609.656
40399,619.047
40400,628.359
40401,637.719
40402,647.109
40403,656.438
40404,665.844
40405,675.234
40406,684.594
40407,693.953
40408,703.328
40409,712.688
40410,722.047
40411,731.406
40412,740.781
40413,750.094
40414,759.438
40415,768.781
40416,778.203
40417,787.625
40418,796.984
40419,806.359
40420,815.703
40421,825.094
40422,834.453
40423,843.859
40424,853.25
40425,862.656
40426,871.953
40427,881.328
40428,890.688
40429,900.031
40430,909.422
40431,918.75
40432,928.156
40433,937.5
40434,946.859
40435,956.266
40436,965.656
40437,975.016
40438,984.406
40439,993.781
40440,1003.141
40441,1012.469
40442,1021.828
40443,1031.188
40444,1040.547
40445,1049.938
40446,1059.313
40447,1068.641
40448,1077.953
40449,1087.266
40450,1096.625
40451,1105.984
40452,1115.344
40453,1124.703
40454,1134.109
40455,1143.438
40456,1152.813
40457,1162.203
40458,1171.578
40459,1180.922
40460,1190.281
40461,1199.609
40462,1208.969
40463,1218.297
40464,1227.656
40465,1236.984
40466,1246.344
40467,1255.703
40468,1265.031
40469,1274.406
40470,1283.797
40471,1293.172
40472,1302.531
40473,1311.891
40474,1321.219
40475,1330.578
40476,1339.984
40477,1349.313
40478,1358.703
40479,1368.047
40480,1377.469
40481,1386.797
40482,1396.203
40483,1405.578
40484,1414.938
40485,1424.25
40486,1433.656
40487,1443.047
40488,1452.359
40489,1461.781
40490,1471.141
40491,1480.5
40492,1489.891
40493,1499.281
40494,1508.625
40495,1518.0
40496,1527.359
40497,1536.734
40498,1546.063
40499,1555.438
40500,1564.813
40501,1574.172
40502,1583.531
40503,1592.922
40504,1602.281
40505,1611.609
40506,1621.016
40507,1630.344
40508,1639.781
40509,1649.172
40510,1658.531
40511,1667.938
40512,1677.328
40513,1686.688
40514,1695.984
40515,1705.391
40516,1714.75
40517,1724.109
40518,1733.453
40519,1742.844
40520,1752.172
40521,1761.563
40522,1770.953
40523,1780.266
40524,1789.656
40525,1799.016
40526,1808.406
40527,1817.75
40528,1827.094
40529,1836.516
40530,1845.844
40531,1855.141
40532,1864.469
40533,1873.813
40534,1883.172
40535,1892.531
40536,1901.891
40537,1911.297
40538,1920.641
40539,1929.984
40540,1939.375
40541,1948.781
40542,1958.156
40543,1967.516
40544,1976.844
40545,1986.25
40546,1995.594
40547,2004.938
40548,2014.297
40549,2023.688
40550,2033.031
40551,2042.406
40552,2051.766
40553,2061.125
40554,2070.531
40555,2079.906
40556,2089.266
40557,2098.641
40558,2108.0
40559,2117.359
40560,2126.734
40561,2136.063
40562,2145.453
40563,2154.844
40564,2164.172
40565,2173.531
40566,2182.906
40567,2192.281
40568,2201.688
40569,2211.047
40570,2220.422
40571,2229.797
40572,2239.141
40573,2248.516
40574,2257.906
40575,2267.328
40576,2276.656
40577,2286.0
40578,2295.359
40579,2304.688
40580,2314.094
40581,2323.438
40582,2332.797
40583,2342.219
40584,2351.594
40585,2360.938
40586,2370.328
40587,2379.703
40588,2389.094
40589,2398.625
40590,2408.156
40591,2417.719
40592,2427.219
40593,2436.813
40594,2446.344
40595,2455.906
40596,2465.625
40597,2475.25
40598,2484.922
40599,2494.516
40600,2504.188
40601,2513.969
40602,2523.578
40603,2533.219
40604,2542.828
40605,2552.531
40606,2562.172
40607,2571.781
40608,2581.531
40609,2591.203
40610,2600.844
40611,2610.438
40612,2620.141
40613,2629.75
40614,2639.438
40615,2649.094
40616,2658.719
40617,2668.359
40618,2677.969
40619,2687.75
40620,2697.406
40621,2707.203
40622,2716.844
40623,2726.406
40624,2736.219
40625,2746.016
40626,2755.797
40627,2765.625
40628,2775.406
40629,2785.156
40630,2794.891
40631,2804.641
40632,2814.516
40633,2824.266
40634,2834.047
40635,2843.891
40636,2853.625
40637,2863.422
40638,2873.25
40639,2883.016
40640,0.0
40641,9.344
40642,19.484
40643,28.812
40644,38.156
40645,47.516
40646,56.859
40647,66.172
40648,75.547
40649,84.906
40650,94.266
40651,103.656
40652,113.016
40653,122.375
40654,131.719
40655,141.047
40656,150.406
40657,159.781
40658,169.125
40659,178.484
40660,187.891
40661,197.266
40662,206.594
40663,215.969
40664,225.312
40665,234.734
40666,244.109
40667,253.5
40668,262.812
40669,272.172
40670,281.547
40671,290.922
40672,300.297
40673,309.672
40674,319.031
40675,328.422
40676,337.781
40677,347.156
40678,356.484
40679,365.891
40680,375.219
40681,384.578
40682,394.0
40683,403.406
40684,412.766
40685,422.094
40686,431.453
40687,440.828
40688,450.234
40689,459.609
40690,468.906
40691,478.297
40692,487.625
40693,497.047
40694,506.375
40695,515.781
40696,525.125
40697,534.484
40698,543.891
40699,553.25
40700,562.641
40701,571.969
40702,581.359
40703,590.703
40704,600.062
40705,609.437
40706,618.797
40707,628.125
40708,637.547
40709,646.984
40710,656.328
40711,665.687
40712,675.031
40713,684.406
40714,693.75
40715,703.109
40716,712.5
40717,721.844
40718,731.172
40719,740.594
40720,749.969
40721,759.359
40722,768.719
40723,778.062
40724,787.453
40725,796.812
40726,806.156
40727,815.5
40728,824.844
40729,834.203
40730,843.547
40731,852.906
40732,862.25
40733,871.641
40734,881.0
40735,890.359
40736,899.719
40737,909.047
40738,918.406
40739,927.812
40740,937.141
40741,946.531
40742,955.875
40743,965.266
40744,974.594
40745,983.953
40746,993.375
40747,1002.766
40748,1012.156
40749,1021.516
40750,1030.844
40751,1040.203
40752,1049.531
40753,1058.891
40754,1068.297
40755,1077.687
40756,1087.047
40757,1096.359
40758,1105.734
40759,1115.141
40760,1124.531
40761,1133.875
40762,1143.266
40763,1152.625
40764,1161.984
40765,1171.391
40766,1180.75
40767,1190.094
40768,1199.453
40769,1208.844
40770,1218.187
40771,1227.562
40772,1236.953
40773,1246.328
40774,1255.687
40775,1265.078
40776,1274.406
40777,1283.75
40778,1293.109
40779,1302.531
40780,1311.891
40781,1321.25
40782,1330.625
40783,1340.016
40784,1349.406
40785,1358.734
40786,1368.109
40787,1377.469
40788,1386.859
40789,1396.219
40790,1405.578
40791,1414.937
40792,1424.281
40793,1433.672
40794,1443.047
40795,1452.406
40796,1461.75
40797,1471.156
40798,1480.531
40799,1489.859
40800,1499.234
40801,1508.594
40802,1517.969
40803,1527.328
40804,1536.656
40805,1546.078
40806,1555.437
40807,1564.797
40808,1574.156
40809,1583.484
40810,1592.937
40811,1602.312
40812,1611.703
40813,1621.047
40814,1630.375
40815,1639.75
40816,1649.141
40817,1658.469
40818,1667.906
40819,1677.25
40820,1686.609
40821,1695.953
40822,1705.328
40823,1714.703
40824,1724.078
40825,1733.484
40826,1742.844
40827,1752.187
40828,1761.531
40829,1770.891
40830,1780.281
40831,1789.656
40832,1799.062
40833,1808.422
40834,1817.766
40835,1827.094
40836,1836.516
40837,1845.891
40838,1855.297
40839,1864.656
40840,1874.016
40841,1883.375
40842,1892.734
40843,1902.062
40844,1911.453
40845,1920.781
40846,1930.141
40847,1939.547
40848,1948.937
40849,1958.312
40850,1967.609
40851,1977.031
40852,1986.453
40853,1995.797
40854,2005.125
40855,2014.5
40856,2023.875
40857,2033.25
40858,2042.641
40859,2052.0
40860,2061.375
40861,2070.75
40862,2080.156
40863,2089.484
40864,2098.859
40865,2108.219
40866,2117.594
40867,2126.953
40868,2136.344
40869,2145.766
40870,2155.125
40871,2164.437
40872,2173.781
40873,2183.109
40874,2192.5
40875,2201.891
40876,2211.219
40877,2220.562
40878,2229.969
40879,2239.344
40880,2248.75
40881,2258.109
40882,2267.453
40883,2276.781
40884,2286.187
40885,2295.578
40886,2304.984
40887,2314.312
40888,2323.656
40889,2333.0
40890,2342.359
40891,2351.781
40892,2361.172
40893,2370.531
40894,2380.031
40895,2389.594
40896,2399.109
40897,2408.672
40898,2418.203
40899,2427.687
40900,2437.203
40901,2446.812
40902,2456.453
40903,2466.094
40904,2475.75
40905,2485.375
40906,2495.016
40907,2504.672
40908,2514.297
40909,2523.937
40910,2533.609
40911,2543.219
40912,2552.891
40913,2562.469
40914,2572.172
40915,2581.844
40916,2591.5
40917,2601.141
40918,2610.766
40919,2620.344
40920,2630.047
40921,2639.703
40922,2649.328
40923,2658.937
40924,2668.609
40925,2678.281
40926,2687.922
40927,2697.531
40928,2707.172
40929,2716.812
40930,2726.672
40931,2736.453
40932,2746.219
40933,2756.047
40934,2765.859
40935,2775.672
40936,2785.406
40937,2795.156
40938,2805.062
40939,2814.844
40940,2824.578
40941,2834.359
40942,2844.109
40943,2853.844
40944,2863.609
40945,2873.453
40946,0.0
40947,9.359
40948,19.5
40949,28.844
40950,38.219
40951,47.578
40952,56.953
40953,66.281
40954,75.64
40955,85.015
40956,94.375
40957,103.719
40958,113.094
40959,122.469
40960,131.828
40961,141.25
40962,150.64
40963,160.015
40964,169.375
40965,178.719
40966,188.109
40967,197.469
40968,206.828
40969,216.219
40970,225.578
40971,234.922
40972,244.312
40973,253.672
40974,263.031
40975,272.39
40976,281.781
40977,291.172
40978,300.5
40979,309.859
40980,319.203
40981,328.578
40982,337.969
40983,347.39
40984,356.734
40985,366.109
40986,375.5
40987,384.89
40988,394.312
40989,403.719
40990,413.094
40991,422.437
40992,431.828
40993,441.187
40994,450.547
40995,459.906
40996,469.281
40997,478.672
40998,488.031
40999,497.39
41000,506.765
41001,516.14
41002,525.531
41003,534.89
41004,544.234
41005,553.609
41006,562.922
41007,572.281
41008,581.687
41009,591.047
41010,600.469
41011,609.797
41012,619.187
41013,628.531
41014,637.937
41015,647.281
41016,656.656
41017,666.031
41018,675.422
41019,684.797
41020,694.14
41021,703.484
41022,712.844
41023,722.172
41024,731.609
41025,740.984
41026,750.312
41027,759.687
41028,769.062
41029,778.437
41030,787.812
41031,797.172
41032,806.547
41033,815.922
41034,825.297
41035,834.625
41036,844.015
41037,853.39
41038,862.719
41039,872.109
41040,881.469
41041,890.844
41042,900.172
41043,909.578
41044,918.937
41045,928.344
41046,937.656
41047,947.078
41048,956.406
41049,965.797
41050,975.156
41051,984.484
41052,993.844
41053,1003.234
41054,1012.64
41055,1022.031
41056,1031.406
41057,1040.75
41058,1050.078
41059,1059.5
41060,1068.89
41061,1078.25
41062,1087.609
41063,1096.984
41064,1106.328
41065,1115.687
41066,1125.047
41067,1134.406
41068,1143.828
41069,1153.187
41070,1162.578
41071,1171.937
41072,1181.297
41073,1190.656
41074,1200.015
41075,1209.328
41076,1218.734
41077,1228.14
41078,1237.531
41079,1246.906
41080,1256.265
41081,1265.64
41082,1275.0
41083,1284.359
41084,1293.719
41085,1303.078
41086,1312.422
41087,1321.781
41088,1331.156
41089,1340.547
41090,1349.875
41091,1359.203
41092,1368.625
41093,1377.984
41094,1387.39
41095,1396.75
41096,1406.125
41097,1415.484
41098,1424.859
41099,1434.187
41100,1443.531
41101,1452.953
41102,1462.312
41103,1471.672
41104,1481.062
41105,1490.422
41106,1499.797
41107,1509.156
41108,1518.515
41109,1527.844
41110,1537.281
41111,1546.609
41112,1556.015
41113,1565.375
41114,1574.734
41115,1584.094
41116,1593.422
41117,1602.828
41118,1612.203
41119,1621.594
41120,1630.984
41121,1640.328
41122,1649.703
41123,1659.015
41124,1668.422
41125,1677.781
41126,1687.187
41127,1696.578
41128,1705.937
41129,1715.281
41130,1724.656
41131,1734.015
41132,1743.39
41133,1752.75
41134,1762.109
41135,1771.515
41136,1780.828
41137,1790.187
41138,1799.609
41139,1808.953
41140,1818.297
41141,1827.672
41142,1837.078
41143,1846.406
41144,1855.765
41145,1865.156
41146,1874.547
41147,1883.89
41148,1893.25
41149,1902.562
41150,1911.953
41151,1921.359
41152,1930.719
41153,1940.047
41154,1949.469
41155,1958.828
41156,1968.187
41157,1977.531
41158,1986.89
41159,1996.312
41160,2005.625
41161,2015.0
41162,2024.39
41163,2033.719
41164,2043.094
41165,2052.469
41166,2061.937
41167,2071.297
41168,2080.656
41169,2089.984
41170,2099.39
41171,2108.75
41172,2118.094
41173,2127.469
41174,2136.844
41175,2146.203
41176,2155.578
41177,2164.906
41178,2174.297
41179,2183.64
41180,2193.062
41181,2202.375
41182,2211.734
41183,2221.156
41184,2230.547
41185,2239.89
41186,2249.234
41187,2258.625
41188,2267.984
41189,2277.359
41190,2286.719
41191,2296.078
41192,2305.469
41193,2314.828
41194,2324.187
41195,2333.547
41196,2342.937
41197,2352.297
41198,2361.656
41199,2371.031
41200,2380.594
41201,2390.125
41202,2399.656
41203,2409.203
41204,2418.672
41205,2428.25
41206,2437.719
41207,2447.359
41208,2456.937
41209,2466.562
41210,2476.203
41211,2485.859
41212,2495.469
41213,2505.062
41214,2514.672
41215,2524.281
41216,2533.953
41217,2543.578
41218,2553.219
41219,2562.828
41220,2572.531
41221,2582.156
41222,2591.797
41223,2601.406
41224,2611.062
41225,2620.687
41226,2630.422
41227,2640.015
41228,2649.656
41229,2659.312
41230,2668.953
41231,2678.562
41232,2688.25
41233,2697.875
41234,2707.531
41235,2717.312
41236,2727.062
41237,2736.828
41238,2746.64
41239,2756.484
41240,2766.359
41241,2776.14
41242,2785.953
41243,2795.734
41244,2805.469
41245,2815.234
41246,2825.015
41247,2834.89
41248,2844.64
41249,2854.5
41250,2864.281
41251,2874.031
41252,0.0
41253,9.359
41254,19.484
41255,28.844
41256,38.25
41257,47.609
41258,56.969
41259,66.328
41260,75.688
41261,85.047
41262,94.422
41263,103.797
41264,113.188
41265,122.547
41266,131.875
41267,141.25
41268,150.641
41269,159.969
41270,169.359
41271,178.719
41272,188.125
41273,197.516
41274,206.844
41275,216.188
41276,225.594
41277,234.938
41278,244.297
41279,253.703
41280,263.063
41281,272.422
41282,281.797
41283,291.125
41284,300.5
41285,309.891
41286,319.234
41287,328.563
41288,338.016
41289,347.375
41290,356.734
41291,366.094
41292,375.484
41293,384.844
41294,394.203
41295,403.531
41296,412.906
41297,422.328
41298,431.688
41299,441.016
41300,450.406
41301,459.75
41302,469.141
41303,478.5
41304,487.906
41305,497.266
41306,506.641
41307,515.969
41308,525.313
41309,534.75
41310,544.109
41311,553.469
41312,562.844
41313,572.234
41314,581.594
41315,590.922
41316,600.313
41317,609.672
41318,619.047
41319,628.422
41320,637.797
41321,647.203
41322,656.531
41323,665.875
41324,675.266
41325,684.625
41326,693.938
41327,703.297
41328,712.703
41329,722.063
41330,731.453
41331,740.797
41332,750.219
41333,759.563
41334,768.969
41335,778.344
41336,787.656
41337,797.031
41338,806.391
41339,815.75
41340,825.156
41341,834.531
41342,843.891
41343,853.281
41344,862.641
41345,871.984
41346,881.344
41347,890.672
41348,900.047
41349,909.453
41350,918.813
41351,928.188
41352,937.516
41353,946.953
41354,956.344
41355,965.672
41356,975.016
41357,984.422
41358,993.781
41359,1003.156
41360,1012.469
41361,1021.859
41362,1031.281
41363,1040.641
41364,1050.016
41365,1059.406
41366,1068.797
41367,1078.219
41368,1087.563
41369,1097.016
41370,1106.391
41371,1115.734
41372,1125.125
41373,1134.484
41374,1143.828
41375,1153.234
41376,1162.594
41377,1171.969
41378,1181.344
41379,1190.703
41380,1200.047
41381,1209.406
41382,1218.781
41383,1228.141
41384,1237.547
41385,1246.906
41386,1256.281
41387,1265.656
41388,1275.031
41389,1284.406
41390,1293.781
41391,1303.156
41392,1312.516
41393,1321.875
41394,1331.25
41395,1340.641
41396,1349.984
41397,1359.344
41398,1368.703
41399,1378.078
41400,1387.438
41401,1396.813
41402,1406.172
41403,1415.531
41404,1424.875
41405,1434.234
41406,1443.625
41407,1453.047
41408,1462.406
41409,1471.766
41410,1481.141
41411,1490.5
41412,1499.859
41413,1509.219
41414,1518.594
41415,1527.953
41416,1537.328
41417,1546.656
41418,1555.984
41419,1565.375
41420,1574.781
41421,1584.172
41422,1593.5
41423,1602.844
41424,1612.281
41425,1621.641
41426,1630.953
41427,1640.281
41428,1649.641
41429,1658.969
41430,1668.344
41431,1677.672
41432,1687.031
41433,1696.375
41434,1705.75
41435,1715.125
41436,1724.484
41437,1733.875
41438,1743.266
41439,1752.609
41440,1762.016
41441,1771.359
41442,1780.719
41443,1790.063
41444,1799.469
41445,1808.828
41446,1818.156
41447,1827.547
41448,1836.922
41449,1846.313
41450,1855.688
41451,1865.031
41452,1874.391
41453,1883.719
41454,1893.125
41455,1902.484
41456,1911.859
41457,1921.219
41458,1930.594
41459,1939.953
41460,1949.344
41461,1958.75
41462,1968.094
41463,1977.5
41464,1986.906
41465,1996.375
41466,2005.781
41467,2015.141
41468,2024.438
41469,2033.797
41470,2043.234
41471,2052.578
41472,2061.953
41473,2071.297
41474,2080.688
41475,2090.047
41476,2099.438
41477,2108.797
41478,2118.172
41479,2127.5
41480,2136.906
41481,2146.266
41482,2155.688
41483,2165.047
41484,2174.406
41485,2183.766
41486,2193.125
41487,2202.469
41488,2211.828
41489,2221.203
41490,2230.547
41491,2239.938
41492,2249.313
41493,2258.656
41494,2268.0
41495,2277.406
41496,2286.75
41497,2296.109
41498,2305.516
41499,2314.844
41500,2324.188
41501,2333.594
41502,2342.953
41503,2352.328
41504,2361.703
41505,2371.25
41506,2380.781
41507,2390.313
41508,2399.906
41509,2409.375
41510,2418.875
41511,2428.375
41512,2437.844
41513,2447.438
41514,2457.094
41515,2466.813
41516,2476.391
41517,2486.063
41518,2495.719
41519,2505.359
41520,2515.0
41521,2524.656
41522,2534.266
41523,2543.938
41524,2553.688
41525,2563.344
41526,2573.0
41527,2582.672
41528,2592.266
41529,2601.922
41530,2611.563
41531,2621.234
41532,2630.875
41533,2640.484
41534,2650.109
41535,2659.734
41536,2669.344
41537,2679.125
41538,2688.734
41539,2698.391
41540,2708.031
41541,2717.797
41542,2727.625
41543,2737.406
41544,2747.188
41545,2756.984
41546,2766.688
41547,2776.484
41548,2786.234
41549,2796.0
41550,2805.813
41551,2815.563
41552,2825.344
41553,2835.125
41554,2844.906
41555,2854.719
41556,2864.484
41557,2874.234
41558,0.0
41559,9.422
41560,19.594
41561,28.984
41562,38.344
41563,47.703
41564,57.094
41565,66.484
41566,75.844
41567,85.187
41568,94.547
41569,103.922
41570,113.281
41571,122.641
41572,132.0
41573,141.359
41574,150.734
41575,160.062
41576,169.453
41577,178.828
41578,188.187
41579,197.578
41580,206.937
41581,216.297
41582,225.656
41583,235.031
41584,244.406
41585,253.766
41586,263.094
41587,272.484
41588,281.875
41589,291.234
41590,300.609
41591,309.953
41592,319.359
41593,328.719
41594,338.047
41595,347.437
41596,356.844
41597,366.187
41598,375.547
41599,384.922
41600,394.281
41601,403.641
41602,413.047
41603,422.406
41604,431.781
41605,441.141
41606,450.469
41607,459.859
41608,469.234
41609,478.594
41610,487.953
41611,497.344
41612,506.766
41613,516.156
41614,525.516
41615,534.859
41616,544.234
41617,553.594
41618,562.922
41619,572.266
41620,581.609
41621,591.031
41622,600.375
41623,609.797
41624,619.125
41625,628.547
41626,637.922
41627,647.281
41628,656.625
41629,666.047
41630,675.359
41631,684.719
41632,694.062
41633,703.422
41634,712.766
41635,722.187
41636,731.562
41637,740.891
41638,750.25
41639,759.578
41640,769.047
41641,778.469
41642,787.859
41643,797.219
41644,806.656
41645,816.031
41646,825.359
41647,834.719
41648,844.141
41649,853.531
41650,862.906
41651,872.328
41652,881.687
41653,891.016
41654,900.406
41655,909.734
41656,919.125
41657,928.484
41658,937.844
41659,947.187
41660,956.562
41661,965.953
41662,975.281
41663,984.703
41664,994.062
41665,1003.437
41666,1012.797
41667,1022.187
41668,1031.516
41669,1040.859
41670,1050.25
41671,1059.625
41672,1068.984
41673,1078.344
41674,1087.703
41675,1097.109
41676,1106.5
41677,1115.844
41678,1125.219
41679,1134.578
41680,1143.953
41681,1153.375
41682,1162.734
41683,1172.094
41684,1181.422
41685,1190.75
41686,1200.062
41687,1209.359
41688,1218.75
41689,1228.094
41690,1237.422
41691,1246.812
41692,1256.156
41693,1265.484
41694,1274.891
41695,1284.266
41696,1293.625
41697,1302.984
41698,1312.359
41699,1321.687
41700,1331.016
41701,1340.359
41702,1349.719
41703,1359.078
41704,1368.453
41705,1377.812
41706,1387.156
41707,1396.547
41708,1405.937
41709,1415.281
41710,1424.656
41711,1433.984
41712,1443.344
41713,1452.719
41714,1462.078
41715,1471.453
41716,1480.844
41717,1490.187
41718,1499.547
41719,1508.937
41720,1518.312
41721,1527.672
41722,1537.0
41723,1546.391
41724,1555.75
41725,1565.156
41726,1574.531
41727,1583.906
41728,1593.234
41729,1602.562
41730,1611.906
41731,1621.234
41732,1630.594
41733,1639.953
41734,1649.312
41735,1658.641
41736,1667.984
41737,1677.344
41738,1686.781
41739,1696.125
41740,1705.5
41741,1714.828
41742,1724.187
41743,1733.609
41744,1742.969
41745,1752.328
41746,1761.687
41747,1771.016
41748,1780.422
41749,1789.766
41750,1799.156
41751,1808.516
41752,1817.906
41753,1827.297
41754,1836.656
41755,1845.969
41756,1855.359
41757,1864.75
41758,1874.109
41759,1883.484
41760,1892.828
41761,1902.156
41762,1911.594
41763,1920.953
41764,1930.281
41765,1939.672
41766,1949.094
41767,1958.453
41768,1967.781
41769,1977.172
