Voltage_measured,Current_measured,Temperature_measured,Current_charge,Voltage_charge,Time,Capacity,TTD,SOC,Voltage,Start_time
3.880365352,-2.009159239,25.48615224,1.9988,2.959,184.281,1.77120904,3173.453,0.907622306,3.870843613,3357.734
3.876260089,-2.008444124,25.58863154,1.9988,2.955,194.594,1.77120904,3163.14,0.90792686,3.868402655,3357.734
3.872204889,-2.010028199,25.68250919,1.9988,2.951,204.859,1.77120904,3152.875,0.908137122,3.865869707,3357.734
3.868328674,-2.010333512,25.76241129,1.9988,2.948,215.188,1.77120904,3142.546,0.908261716,3.863269367,3357.734
3.864506794,-2.00879018,25.85324667,1.9988,2.945,225.453,1.77120904,3132.281,0.908314809,3.860698117,3357.734
3.860805833,-2.00888672,25.95410965,1.9988,2.942,235.719,1.77120904,3122.015,0.908297103,3.858086928,3357.734
3.857038291,-2.010830059,26.03249605,1.999,2.939,246.031,1.77120904,3111.703,0.908216861,3.855454995,3357.734
3.853495348,-2.012696484,26.13396064,1.9988,2.936,256.328,1.77120904,3101.406,0.908069726,3.852767281,3357.734
3.849928318,-2.007751457,26.2029099,1.9988,2.933,266.609,1.77120904,3091.125,0.90787128,3.850153141,3357.734
3.846657478,-2.010878464,26.28925128,1.9988,2.93,276.875,1.77120904,3080.859,0.907614825,3.847454575,3357.734
3.843370223,-2.005864802,26.36752423,1.9988,2.927,287.078,1.77120904,3070.656,0.907321676,3.844942649,3357.734
3.840101738,-2.010423315,26.45869607,1.9988,2.924,297.281,1.77120904,3060.453,0.90697885,3.8423667,3357.734
3.8366066,-2.011490088,26.53924523,1.9988,2.921,307.531,1.77120904,3050.203,0.906589006,3.839809251,3357.734
3.833947733,-2.008899722,26.61577339,1.9988,2.918,317.844,1.77120904,3039.89,0.906134935,3.837104305,3357.734
3.830836045,-2.008393201,26.69759877,1.9988,2.915,328.125,1.77120904,3029.609,0.90568053,3.834779206,3357.734
3.827978394,-2.008151573,26.77263221,1.9988,2.913,338.391,1.77120904,3019.343,0.905170183,3.832313214,3357.734
3.82478096,-2.006551208,26.86299509,1.9988,2.909,348.609,1.77120904,3009.125,0.904628645,3.829943772,3357.734
3.822077128,-2.009339647,26.9474409,1.9988,2.907,358.828,1.77120904,2998.906,0.904024967,3.827344701,3357.734
3.81930104,-2.009907341,27.022289,1.9988,2.905,369.094,1.77120904,2988.64,0.90340724,3.824966308,3357.734
3.816358364,-2.00705111,27.10408252,1.9988,2.902,379.344,1.77120904,2978.39,0.902755608,3.822629083,3357.734
3.813799565,-2.008500105,27.17790835,1.9988,2.899,389.594,1.77120904,2968.14,0.902054242,3.820139185,3357.734
3.810798091,-2.007526403,27.24848925,1.9988,2.897,399.828,1.77120904,2957.906,0.901340391,3.817841943,3357.734
3.807935976,-2.008121634,27.33678923,1.9988,2.894,410.078,1.77120904,2947.656,0.900567672,3.815335291,3357.734
3.805194011,-2.007668548,27.41925729,1.9988,2.892,420.344,1.77120904,2937.39,0.899759432,3.812817043,3357.734
3.802177128,-2.007295648,27.49565314,1.9988,2.889,430.641,1.77120904,2927.093,0.898925713,3.810345766,3357.734
3.799556956,-2.009654847,27.57206951,1.9988,2.887,440.906,1.77120904,2916.828,0.898041534,3.807707755,3357.734
3.796739977,-2.009212905,27.65491327,1.9988,2.884,451.25,1.77120904,2906.484,0.897149339,3.805263186,3357.734
3.793749047,-2.00828269,27.72363491,1.9988,2.881,461.469,1.77120904,2896.265,0.896220091,3.80274079,3357.734
3.790959132,-2.007487526,27.79818801,1.9988,2.879,471.781,1.77120904,2885.953,0.895244658,3.800086182,3357.734
3.787955831,-2.008774084,27.87421812,1.9988,2.875,482.078,1.77120904,2875.656,0.894248908,3.797476455,3357.734
3.785186698,-2.008081838,27.93164168,1.9988,2.873,492.359,1.77120904,2865.375,0.893212205,3.794759141,3357.734
3.782132226,-2.008945191,28.0062469,1.9988,2.87,502.672,1.77120904,2855.062,0.892162414,3.792134041,3357.734
3.779402943,-2.011249107,28.07466536,1.9988,2.867,512.922,1.77120904,2844.812,0.891068825,3.789353951,3357.734
3.776662955,-2.010550419,28.14143548,1.9988,2.865,523.203,1.77120904,2834.531,0.889970863,3.786726533,3357.734
3.773630361,-2.009053011,28.2019858,1.9988,2.861,533.5,1.77120904,2824.234,0.888857057,3.784134397,3357.734
3.770535358,-2.010787668,28.26480626,1.9988,2.859,543.797,1.77120904,2813.937,0.887699239,3.781357442,3357.734
3.767946746,-2.009093962,28.32707756,1.999,2.856,554.078,1.77120904,2803.656,0.886505956,3.77850038,3357.734
3.764852537,-2.008252098,28.39884258,1.9988,2.853,564.359,1.77120904,2793.375,0.885329436,3.775889555,3357.734
3.762393305,-2.007545046,28.44516244,1.9988,2.851,574.641,1.77120904,2783.093,0.884106491,3.77305067,3357.734
3.759335262,-2.01123783,28.50585492,1.9988,2.848,584.938,1.77120904,2772.796,0.882911786,3.770496683,3357.734
3.756810281,-2.007444509,28.56303842,1.9988,2.845,595.234,1.77120904,2762.5,0.88166953,3.767745687,3357.734
3.753822938,-2.010944867,28.60226261,1.9988,2.843,605.5,1.77120904,2752.234,0.880443545,3.765143174,3357.734
3.751191765,-2.007220601,28.65663347,1.9988,2.84,615.797,1.77120904,2741.937,0.879180724,3.762418005,3357.734
3.748329092,-2.011761101,28.69191226,1.9988,2.837,626.063,1.77120904,2731.671,0.877923667,3.759750142,3357.734
3.74584972,-2.008345499,28.74376211,1.9988,2.835,636.359,1.77120904,2721.375,0.876647138,3.757071611,3357.734
3.742809201,-2.009729016,28.78692335,1.9988,2.832,646.672,1.77120904,2711.062,0.875387563,3.754530602,3357.734
3.740409734,-2.00765577,28.82104546,1.9988,2.829,656.953,1.77120904,2700.781,0.874082847,3.751750319,3357.734
3.738272088,-2.006999503,28.85756745,1.9988,2.827,667.219,1.77120904,2690.515,0.872811541,3.749237818,3357.734
3.735175242,-2.007336324,28.88760513,1.9988,2.825,677.5,1.77120904,2680.234,0.871575658,3.746975047,3357.734
3.732872998,-2.010110352,28.92641767,1.9988,2.822,687.797,1.77120904,2669.937,0.870266776,3.744241018,3357.734
3.730371503,-2.009209935,28.94615926,1.9988,2.82,698.078,1.77120904,2659.656,0.868996089,3.741809859,3357.734
3.727859649,-2.005080937,28.97930664,1.9988,2.817,708.375,1.77120904,2649.359,0.86772134,3.739393582,3357.734
3.725506824,-2.007866475,29.00388758,1.9988,2.815,718.672,1.77120904,2639.062,0.866440547,3.736909457,3357.734
3.723002165,-2.007874015,29.03639205,1.9988,2.813,728.938,1.77120904,2628.796,0.865173398,3.734551512,3357.734
3.720643989,-2.009749262,29.06247841,1.9988,2.811,739.219,1.77120904,2618.515,0.863895899,3.732118296,3357.734
3.718101703,-2.010509113,29.0809793,1.999,2.808,749.422,1.77120904,2608.312,0.862627603,3.729756356,3357.734
3.715913888,-2.005983959,29.10062636,1.9988,2.805,759.656,1.77120904,2598.078,0.861346316,3.727339785,3357.734
3.713173031,-2.008444109,29.12940479,1.999,2.803,769.891,1.77120904,2587.843,0.860089115,3.72505397,3357.734
3.710947367,-2.009557772,29.13875152,1.9988,2.801,780.094,1.77120904,2577.64,0.858795056,3.722513893,3357.734
3.708547155,-2.008133747,29.15613708,1.9988,2.799,790.297,1.77120904,2567.437,0.857532256,3.720204844,3357.734
3.706375767,-2.010001381,29.17255069,1.9988,2.797,800.516,1.77120904,2557.218,0.856265731,3.717844824,3357.734
3.703771122,-2.006839355,29.1898192,1.9988,2.794,810.703,1.77120904,2547.031,0.855019706,3.715643147,3357.734
3.701649453,-2.009699051,29.20236893,1.9988,2.791,820.984,1.77120904,2536.75,0.853743214,3.713187207,3357.734
3.699264999,-2.007133256,29.23245953,1.9988,2.789,831.203,1.77120904,2526.531,0.852500055,3.710990499,3357.734
3.696743111,-2.008176508,29.25374021,1.9988,2.787,841.453,1.77120904,2516.281,0.851245461,3.708675777,3357.734
3.694579051,-2.008624456,29.26961955,1.9988,2.785,851.656,1.77120904,2506.078,0.849977786,3.706258045,3357.734
3.692207055,-2.008032101,29.30147621,1.9988,2.783,861.922,1.77120904,2495.812,0.848737019,3.704027753,3357.734
3.689808069,-2.011057586,29.31714337,1.9988,2.781,872.219,1.77120904,2485.515,0.847489061,3.701702248,3357.734
3.687565284,-2.009648689,29.33992574,1.999,2.779,882.516,1.77120904,2475.218,0.846239781,3.699379553,3357.734
3.685234235,-2.006927736,29.36606739,1.999,2.776,892.797,1.77120904,2464.937,0.84500286,3.69713297,3357.734
3.682703595,-2.011264933,29.3781319,1.9988,2.773,903.078,1.77120904,2454.656,0.843764411,3.694810155,3357.734
3.680622998,-2.008324718,29.39387222,1.9988,2.772,913.359,1.77120904,2444.375,0.842513679,3.692423084,3357.734
3.678294269,-2.00842769,29.42714264,1.9988,2.769,923.656,1.77120904,2434.078,0.84129487,3.690234724,3357.734
3.675944988,-2.008150215,29.45294584,1.9988,2.767,933.906,1.77120904,2423.828,0.840069359,3.687976943,3357.734
3.673614523,-2.009878899,29.47896378,1.999,2.765,944.125,1.77120904,2413.609,0.838842111,3.685673888,3357.734
3.671552894,-2.008662042,29.49718638,1.9988,2.763,954.359,1.77120904,2403.375,0.83761842,3.683383914,3357.734
3.669089475,-2.011674918,29.52381182,1.9988,2.761,964.578,1.77120904,2393.156,0.836419272,3.681231592,3357.734
3.666859678,-2.008148727,29.55728122,1.9988,2.759,974.875,1.77120904,2382.859,0.835199545,3.678948559,3357.734
3.664886818,-2.008345103,29.57789715,1.999,2.756,985.172,1.77120904,2372.562,0.833991157,3.676690918,3357.734
3.662443112,-2.008874255,29.60053374,1.9988,2.754,995.453,1.77120904,2362.281,0.832811196,3.674618274,3357.734
3.66017054,-2.00731434,29.63937493,1.9988,2.752,1005.703,1.77120904,2352.031,0.831606208,3.672362452,3357.734
3.658043543,-2.013126497,29.67392873,1.999,2.75,1016.016,1.77120904,2341.718,0.830407023,3.670077884,3357.734
3.655794033,-2.011922869,29.69422885,1.9988,2.747,1026.297,1.77120904,2331.437,0.829225677,3.667929815,3357.734
3.653582269,-2.008438735,29.72465048,1.9988,2.745,1036.594,1.77120904,2321.14,0.828041713,3.665756908,3357.734
3.651545818,-2.009866937,29.74875434,1.9988,2.743,1046.875,1.77120904,2310.859,0.826861134,3.663551652,3357.734
3.649264352,-2.009845696,29.78911983,1.9988,2.741,1057.078,1.77120904,2300.656,0.825699241,3.661480622,3357.734
3.646927336,-2.008604221,29.81466422,1.9988,2.739,1067.313,1.77120904,2290.421,0.824526042,3.659298041,3357.734
3.645071717,-2.009938854,29.84789672,1.999,2.737,1077.5,1.77120904,2280.234,0.823347779,3.657036752,3357.734
3.642561666,-2.006290927,29.88355137,1.999,2.735,1087.734,1.77120904,2270,0.822206677,3.655058607,3357.734
3.6406036,-2.007437356,29.90623146,1.9988,2.733,1097.969,1.77120904,2259.765,0.8210297,3.652752426,3357.734
3.638311085,-2.009454458,29.92617011,1.9988,2.731,1108.266,1.77120904,2249.468,0.819886585,3.650665695,3357.734
3.636397464,-2.009809383,29.9735514,1.999,2.729,1118.531,1.77120904,2239.203,0.818732178,3.648500277,3357.734
3.634447451,-2.00809396,30.00145284,1.9988,2.727,1128.828,1.77120904,2228.906,0.817602549,3.646497913,3357.734
3.632446305,-2.006505732,30.02590587,1.9988,2.725,1139.125,1.77120904,2218.609,0.816480909,3.644537282,3357.734
3.630110668,-2.011269723,30.05067163,1.9988,2.723,1149.391,1.77120904,2208.343,0.81536087,3.642535731,3357.734
3.627790675,-2.008025748,30.10367444,1.9988,2.721,1159.688,1.77120904,2198.046,0.814221204,3.640409605,3357.734
3.625866377,-2.00846941,30.12709745,1.9988,2.719,1169.984,1.77120904,2187.75,0.813075643,3.638154723,3357.734
3.624214353,-2.008393144,30.15823897,1.9988,2.716,1180.266,1.77120904,2177.468,0.811960955,3.636121662,3357.734
3.621762652,-2.007741532,30.18895591,1.9988,2.715,1190.563,1.77120904,2167.171,0.810876671,3.634323381,3357.734
3.619938235,-2.007704373,30.2298779,1.9988,2.712,1200.828,1.77120904,2156.906,0.809747926,3.632158827,3357.734
3.617640667,-2.009361348,30.25678729,1.9988,2.711,1211.094,1.77120904,2146.64,0.80865168,3.630197458,3357.734
3.615788784,-2.010756692,30.29038884,1.999,2.709,1221.313,1.77120904,2136.421,0.807535215,3.62806149,3357.734
3.61371436,-2.010971027,30.32168342,1.999,2.707,1231.563,1.77120904,2126.171,0.806445176,3.626115833,3357.734
3.611858993,-2.008293365,30.35726554,1.9988,2.705,1241.781,1.77120904,2115.953,0.805349406,3.624127358,3357.734
3.609838055,-2.007322078,30.38145793,1.999,2.703,1252.063,1.77120904,2105.671,0.804268199,3.62221931,3357.734
3.607886424,-2.008018068,30.40968597,1.9988,2.701,1262.234,1.77120904,2095.5,0.803182982,3.620255597,3357.734
3.605790361,-2.010663121,30.44809924,1.9988,2.699,1272.5,1.77120904,2085.234,0.802103528,3.618312877,3357.734
3.603743605,-2.009030982,30.47497844,1.999,2.697,1282.703,1.77120904,2075.031,0.801017878,3.616310437,3357.734
3.601821508,-2.007883518,30.50334905,1.999,2.695,1292.953,1.77120904,2064.781,0.799935145,3.614300491,3357.734
3.600143033,-2.009545511,30.53878077,1.9988,2.693,1303.156,1.77120904,2054.578,0.798863463,3.612352452,3357.734
3.598182404,-2.009877951,30.5653809,1.9988,2.691,1313.453,1.77120904,2044.281,0.797813125,3.610578254,3357.734
3.596186207,-2.00830413,30.59318443,1.9988,2.689,1323.734,1.77120904,2034,0.796752155,3.608717512,3357.734
3.59407411,-2.009974518,30.62622609,1.9988,2.687,1333.984,1.77120904,2023.75,0.795687353,3.606782289,3357.734
3.592310538,-2.008788755,30.67133965,1.9988,2.685,1344.203,1.77120904,2013.531,0.794616191,3.604783049,3357.734
3.590531944,-2.010429486,30.69291703,1.9988,2.683,1354.484,1.77120904,2003.25,0.793566406,3.602913742,3357.734
3.588671658,-2.007732753,30.72656686,1.9988,2.681,1364.719,1.77120904,1993.015,0.792524691,3.601139597,3357.734
3.586702716,-2.007622475,30.76056008,1.9988,2.679,1374.984,1.77120904,1982.75,0.791480355,3.599318069,3357.734
3.585161868,-2.007708518,30.78890895,1.9988,2.678,1385.156,1.77120904,1972.578,0.790430662,3.597422196,3357.734
3.583267545,-2.007469817,30.81169114,1.9988,2.676,1395.422,1.77120904,1962.312,0.789408618,3.595747124,3357.734
3.581415527,-2.010332303,30.84336486,1.9988,2.675,1405.641,1.77120904,1952.093,0.788373512,3.593947176,3357.734
3.579674206,-2.007923617,30.87416948,1.9988,2.673,1415.922,1.77120904,1941.812,0.787339399,3.592154862,3357.734
3.577841157,-2.009605707,30.90383406,1.9988,2.671,1426.188,1.77120904,1931.546,0.786313041,3.590388576,3357.734
3.575834615,-2.008352809,30.9299749,1.999,2.669,1436.438,1.77120904,1921.296,0.785285397,3.588608853,3357.734
3.574237011,-2.006344074,30.958058,1.9988,2.667,1446.672,1.77120904,1911.062,0.784247651,3.586718292,3357.734
3.572579113,-2.008144518,30.98566574,1.9988,2.666,1456.906,1.77120904,1900.828,0.783233793,3.584998999,3357.734
3.570815872,-2.010790719,31.02240015,1.9988,2.664,1467.188,1.77120904,1890.546,0.782224643,3.583329769,3357.734
3.569132487,-2.011924428,31.03924166,1.9988,2.662,1477.5,1.77120904,1880.234,0.781211385,3.581612198,3357.734
3.56720916,-2.007905693,31.06794683,1.9988,2.66,1487.797,1.77120904,1869.937,0.780203702,3.579957891,3357.734
3.565448499,-2.008545213,31.10141612,1.9988,2.659,1498.047,1.77120904,1859.687,0.779182896,3.578143577,3357.734
3.56363379,-2.010702004,31.13556759,1.999,2.658,1508.344,1.77120904,1849.39,0.77817059,3.576371442,3357.734
3.562185003,-2.010967288,31.16878832,1.9988,2.656,1518.609,1.77120904,1839.125,0.777158509,3.574598489,3357.734
3.560545878,-2.009602997,31.19065993,1.9988,2.654,1528.813,1.77120904,1828.921,0.776169224,3.573029305,3357.734
3.558983496,-2.009972754,31.22336663,1.999,2.653,1539.078,1.77120904,1818.656,0.775175825,3.571428576,3357.734
3.557198887,-2.010409426,31.23804475,1.9988,2.651,1549.328,1.77120904,1808.406,0.774187152,3.569849539,3357.734
3.5556599,-2.010252715,31.26987681,1.9988,2.649,1559.578,1.77120904,1798.156,0.773188291,3.568175095,3357.734
3.553948364,-2.010639775,31.30693403,1.999,2.648,1569.891,1.77120904,1787.843,0.772201799,3.566593778,3357.734
3.552371101,-2.006146155,31.33911032,1.9988,2.646,1580.141,1.77120904,1777.593,0.771209199,3.564967064,3357.734
3.550695435,-2.00725985,31.36541282,1.999,2.645,1590.469,1.77120904,1767.265,0.770223447,3.563354909,3357.734
3.549188294,-2.010636691,31.39539862,1.9988,2.643,1600.766,1.77120904,1756.968,0.769235875,3.56171067,3357.734
3.547496896,-2.007811,31.40250705,1.9988,2.642,1611.016,1.77120904,1746.718,0.76825874,3.560171338,3357.734
3.545988507,-2.00909772,31.4457159,1.9988,2.64,1621.297,1.77120904,1736.437,0.767274208,3.558557692,3357.734
3.544605066,-2.008647258,31.4648001,1.9988,2.638,1631.594,1.77120904,1726.14,0.766298962,3.557009259,3357.734
3.54283077,-2.007615969,31.50296425,1.9988,2.637,1641.875,1.77120904,1715.859,0.765334902,3.555579732,3357.734
3.541259465,-2.007879168,31.52412057,1.9988,2.636,1652.156,1.77120904,1705.578,0.76435135,3.553941516,3357.734
3.540002759,-2.007970436,31.54613826,1.999,2.634,1662.469,1.77120904,1695.265,0.76337642,3.552356047,3357.734
3.538243833,-2.007781569,31.57647146,1.9988,2.632,1672.719,1.77120904,1685.015,0.762422539,3.550977857,3357.734
3.536826039,-2.008178457,31.61067589,1.9988,2.631,1683.031,1.77120904,1674.703,0.761445741,3.549384384,3357.734
3.535460108,-2.004907403,31.61381078,1.9988,2.63,1693.297,1.77120904,1664.437,0.760483541,3.547901232,3357.734
3.534077539,-2.006926002,31.65248131,1.9988,2.628,1703.578,1.77120904,1654.156,0.759529389,3.546493427,3357.734
3.532449887,-2.009387989,31.67839034,1.9988,2.626,1713.859,1.77120904,1643.875,0.758576825,3.545096227,3357.734
3.531039974,-2.008259957,31.70904901,1.9988,2.625,1724.172,1.77120904,1633.562,0.757611906,3.543589523,3357.734
3.529626185,-2.010216635,31.72953698,1.999,2.624,1734.453,1.77120904,1623.281,0.756656208,3.542129618,3357.734
3.52824709,-2.010832466,31.76632213,1.999,2.622,1744.75,1.77120904,1612.984,0.755704076,3.540719877,3357.734
3.526746502,-2.008706285,31.78971473,1.9988,2.621,1755.016,1.77120904,1602.718,0.754754621,3.539338356,3357.734
3.525169712,-2.012049741,31.80709682,1.999,2.62,1765.313,1.77120904,1592.421,0.753799725,3.537867744,3357.734
3.523811589,-2.009133626,31.82867723,1.9988,2.618,1775.609,1.77120904,1582.125,0.752840727,3.536373321,3357.734
3.522457518,-2.007331196,31.85197973,1.9988,2.616,1785.875,1.77120904,1571.859,0.751892328,3.534965074,3357.734
3.521250338,-2.008459057,31.87738026,1.9988,2.615,1796.219,1.77120904,1561.515,0.75094754,3.533584908,3357.734
3.519831193,-2.011172955,31.90007061,1.9988,2.614,1806.438,1.77120904,1551.296,0.750012779,3.532302633,3357.734
3.518688874,-2.008804836,31.92053128,1.9988,2.613,1816.734,1.77120904,1541,0.749069459,3.530964018,3357.734
3.516995135,-2.008227878,31.94829208,1.9988,2.611,1827,1.77120904,1530.734,0.748139252,3.529742001,3357.734
3.515845244,-2.007846758,32.00030341,1.9988,2.61,1837.203,1.77120904,1520.531,0.747182135,3.528263559,3357.734
3.514277994,-2.007145888,32.03313069,1.9988,2.609,1847.406,1.77120904,1510.328,0.746247997,3.526976654,3357.734
3.513109671,-2.007610553,32.04461696,1.9988,2.608,1857.672,1.77120904,1500.062,0.745297349,3.525514616,3357.734
3.51203052,-2.006789747,32.07714209,1.9988,2.606,1867.953,1.77120904,1489.781,0.744365724,3.524251026,3357.734
3.510747975,-2.008481864,32.10193224,1.9988,2.605,1878.219,1.77120904,1479.515,0.743443281,3.523083198,3357.734
3.50928777,-2.009951835,32.11870106,1.999,2.604,1888.406,1.77120904,1469.328,0.742512877,3.521845349,3357.734
3.508297482,-2.009842216,32.15170715,1.9988,2.603,1898.672,1.77120904,1459.062,0.741570956,3.520498453,3357.734
3.50676302,-2.009101216,32.1732886,1.9988,2.602,1908.984,1.77120904,1448.75,0.740651408,3.519361491,3357.734
3.505699815,-2.006563634,32.196191,1.9988,2.6,1919.266,1.77120904,1438.468,0.739707985,3.518003388,3357.734
3.504531693,-2.008574968,32.2190154,1.9988,2.599,1929.547,1.77120904,1428.187,0.738784306,3.516806303,3357.734
3.503150842,-2.0099687,32.25078385,1.9988,2.598,1939.844,1.77120904,1417.89,0.73786067,3.515636407,3357.734
3.501816135,-2.009756204,32.27199782,1.9988,2.596,1950.125,1.77120904,1407.609,0.736924831,3.514346667,3357.734
3.50073621,-2.007833382,32.31501617,1.999,2.596,1960.297,1.77120904,1397.437,0.735988375,3.513058122,3357.734
3.499498179,-2.00883163,32.31708817,1.9988,2.594,1970.547,1.77120904,1387.187,0.73506471,3.511861138,3357.734
3.498621407,-2.00913381,32.32898483,1.9988,2.593,1980.797,1.77120904,1376.937,0.734137388,3.510652019,3357.734
3.497202322,-2.010919761,32.36744721,1.999,2.592,1991.063,1.77120904,1366.671,0.733228515,3.50964956,3357.734
3.496012358,-2.00941537,32.39906501,1.999,2.591,2001.281,1.77120904,1356.453,0.732293777,3.508412166,3357.734
3.494990036,-2.008491085,32.41119066,1.9988,2.59,2011.516,1.77120904,1346.218,0.731364419,3.50719459,3357.734
3.493892362,-2.008979798,32.45427509,1.999,2.588,2021.797,1.77120904,1335.937,0.730446258,3.506108735,3357.734
3.492892906,-2.004769611,32.48184513,1.9988,2.588,2032.031,1.77120904,1325.703,0.729525872,3.505026906,3357.734
3.491579969,-2.008196715,32.5068569,1.9988,2.586,2042.313,1.77120904,1315.421,0.728610114,3.503962503,3357.734
3.490657044,-2.01196031,32.52642095,1.9988,2.586,2052.594,1.77120904,1305.14,0.727679145,3.502749044,3357.734
3.489553216,-2.012372297,32.55512561,1.999,2.584,2062.875,1.77120904,1294.859,0.726765293,3.501728431,3357.734
3.488175333,-2.007444213,32.58447791,1.999,2.582,2073.156,1.77120904,1284.578,0.725844851,3.500681062,3357.734
3.487152643,-2.008542809,32.61950161,1.9988,2.582,2083.422,1.77120904,1274.312,0.724906398,3.499423446,3357.734
3.485912493,-2.008873559,32.6257877,1.9988,2.58,2093.641,1.77120904,1264.093,0.723982863,3.49829616,3357.734
3.484956324,-2.00821763,32.67177498,1.9988,2.58,2103.859,1.77120904,1253.875,0.723051551,3.497134919,3357.734
3.483791773,-2.007440094,32.70569231,1.9988,2.578,2114.063,1.77120904,1243.671,0.722131741,3.496091801,3357.734
3.482752458,-2.009269518,32.7194286,1.999,2.577,2124.25,1.77120904,1233.484,0.721203373,3.494956896,3357.734
3.481642384,-2.007826541,32.74001171,1.9988,2.576,2134.516,1.77120904,1223.218,0.720279972,3.49389856,3357.734
3.480617867,-2.010205575,32.76556863,1.999,2.575,2144.844,1.77120904,1212.89,0.71935268,3.492800238,3357.734
3.479472593,-2.008746204,32.79359372,1.9988,2.574,2155.141,1.77120904,1202.593,0.718428697,3.491764604,3357.734
3.478289627,-2.009592963,32.83318549,1.9988,2.573,2165.375,1.77120904,1192.359,0.717497557,3.490665261,3357.734
3.477370087,-2.009936169,32.86157941,1.9988,2.572,2175.688,1.77120904,1182.046,0.716561403,3.489516719,3357.734
3.476073579,-2.011034268,32.90854916,1.9988,2.571,2185.953,1.77120904,1171.781,0.715637925,3.488515612,3357.734
3.474984425,-2.00918528,32.92951722,1.9988,2.57,2196.25,1.77120904,1161.484,0.71469547,3.487341809,3357.734
3.473972583,-2.011299206,32.96489617,1.999,2.569,2206.531,1.77120904,1151.203,0.713758704,3.486217677,3357.734
3.472653996,-2.009662551,32.98497099,1.9988,2.568,2216.734,1.77120904,1141,0.712826956,3.485167554,3357.734
3.471828932,-2.010092066,32.99751999,1.9988,2.566,2226.984,1.77120904,1130.75,0.711878568,3.483950293,3357.734
3.47053578,-2.010754225,33.04397352,1.9988,2.566,2237.203,1.77120904,1120.531,0.710952745,3.482988758,3357.734
3.469462545,-2.008654562,33.07836607,1.9988,2.564,2247.5,1.77120904,1110.234,0.710004978,3.481836122,3357.734
3.468369961,-2.008148854,33.11681764,1.9988,2.563,2257.766,1.77120904,1099.968,0.709062366,3.480732268,3357.734
3.46716519,-2.011284334,33.12588887,1.9988,2.562,2268.078,1.77120904,1089.656,0.708119215,3.479606365,3357.734
3.466155053,-2.010515763,33.16266837,1.9988,2.561,2278.375,1.77120904,1079.359,0.707169901,3.478470457,3357.734
3.4651468,-2.010022676,33.18532251,1.9988,2.56,2288.641,1.77120904,1069.093,0.706227078,3.477403064,3357.734
3.463841564,-2.008730377,33.21798148,1.9988,2.559,2298.922,1.77120904,1058.812,0.705285759,3.47638194,3357.734
3.462484637,-2.008674817,33.25870162,1.9988,2.558,2309.219,1.77120904,1048.515,0.704326462,3.475197227,3357.734
3.461548943,-2.011352261,33.27325378,1.9988,2.556,2319.5,1.77120904,1038.234,0.703357468,3.473892615,3357.734
3.460264334,-2.007643082,33.31572176,1.9988,2.555,2329.781,1.77120904,1027.953,0.702409296,3.472854852,3357.734
3.459135013,-2.005822407,33.34051102,1.999,2.554,2340.078,1.77120904,1017.656,0.701444249,3.471657603,3357.734
3.45788629,-2.008087832,33.3653242,1.9988,2.553,2350.359,1.77120904,1007.375,0.700482661,3.470492028,3357.734
3.456750362,-2.008225768,33.41898088,1.9988,2.552,2360.641,1.77120904,997.093,0.699514276,3.469309611,3357.734
3.455596075,-2.007818149,33.45295279,1.9988,2.55,2370.922,1.77120904,986.812,0.698547371,3.468151004,3357.734
3.454189619,-2.009877352,33.46922381,1.9988,2.549,2381.203,1.77120904,976.531,0.697578957,3.466980342,3357.734
3.452895958,-2.005710595,33.4904584,1.9988,2.548,2391.516,1.77120904,966.218,0.696594828,3.465704126,3357.734
3.451844308,-2.007533996,33.54819753,1.9988,2.547,2401.781,1.77120904,955.953,0.695609724,3.46442919,3357.734
3.450392891,-2.008294598,33.57091535,1.9988,2.546,2412.078,1.77120904,945.656,0.694635992,3.463275969,3357.734
3.449100345,-2.008719023,33.61498103,1.9988,2.545,2422.359,1.77120904,935.375,0.693641861,3.461968529,3357.734
3.447959453,-2.009020573,33.63987471,1.9988,2.543,2432.641,1.77120904,925.093,0.692647899,3.460669086,3357.734
3.446586538,-2.006688776,33.66842686,1.9988,2.542,2442.922,1.77120904,914.812,0.691661523,3.459484061,3357.734
3.445157033,-2.01012763,33.72040531,1.9988,2.541,2453.219,1.77120904,904.515,0.690661657,3.458189667,3357.734
3.444062518,-2.010676653,33.74154858,1.9988,2.539,2463.5,1.77120904,894.234,0.689652068,3.456817291,3357.734
3.442609526,-2.008447832,33.77662823,1.9988,2.538,2473.781,1.77120904,883.953,0.68865762,3.455638036,3357.734
3.441205717,-2.008103476,33.8183813,1.9988,2.537,2484.094,1.77120904,873.64,0.68764401,3.454302747,3357.734
3.439987081,-2.008016819,33.84488979,1.9988,2.536,2494.359,1.77120904,863.375,0.68662516,3.452928505,3357.734
3.438418387,-2.00840946,33.87665142,1.999,2.534,2504.641,1.77120904,853.093,0.685613955,3.451658815,3357.734
3.436915342,-2.008973166,33.91940296,1.9988,2.532,2514.938,1.77120904,842.796,0.68458204,3.450229609,3357.734
3.435479476,-2.011315383,33.96173795,1.9988,2.531,2525.234,1.77120904,832.5,0.683544567,3.44876507,3357.734
3.433928656,-2.007651605,33.98434765,1.999,2.53,2535.516,1.77120904,822.218,0.682506891,3.447341138,3357.734
3.432457314,-2.007645536,34.02707536,1.999,2.528,2545.781,1.77120904,811.953,0.681459734,3.445857038,3357.734
